user_id,position_id,company_id,rating
1,11,9,1
2,16,9,1
3,19,9,1
4,25,9,1
5,16,9,1
6,16,36,1
7,16,42,1
8,16,45,1
9,16,16,1
10,61,51,1
11,63,36,1
12,16,56,1
13,16,58,1
14,16,61,1
15,16,67,1
16,16,74,1
17,16,16,1
18,16,9,1
19,16,87,1
20,70,93,1
21,59,96,1
22,16,74,1
23,16,99,1
24,16,74,1
25,16,9,1
26,16,9,1
27,16,9,1
28,160,126,1
29,16,9,1
30,16,14,1
31,16,9,1
32,16,139,1
33,16,74,1
34,16,74,1
35,16,16,1
36,34,9,1
37,16,16,1
38,16,9,1
39,221,169,1
40,16,9,1
41,16,9,1
42,34,16,1
43,59,9,1
44,16,191,1
45,16,9,1
46,16,74,1
47,16,201,1
48,16,204,1
49,16,208,1
50,16,16,1
51,16,204,1
52,16,16,1
53,16,183,1
54,16,223,1
55,16,226,1
56,234,182,1
57,16,234,1
58,19,156,1
59,234,191,1
60,16,243,1
61,59,245,1
62,200,252,1
63,16,260,1
64,16,268,1
65,34,16,1
66,16,74,1
67,16,132,1
68,16,291,1
69,16,36,1
70,16,298,1
71,16,74,1
72,16,74,1
73,34,74,1
74,147,74,1
75,34,9,1
76,147,9,1
77,16,320,1
78,240,188,1
79,16,327,1
80,59,329,1
81,234,187,1
82,16,208,1
83,16,191,1
84,468,36,1
85,16,74,1
86,16,345,1
87,16,349,1
88,16,16,1
89,59,355,1
90,16,74,1
91,334,362,1
92,16,364,1
93,16,74,1
94,59,373,1
95,59,374,1
96,71,381,1
97,16,74,1
98,16,36,1
99,540,226,1
100,16,355,1
101,16,169,1
102,16,93,1
103,59,404,1
104,16,390,1
105,577,93,1
106,16,36,1
107,16,183,1
108,589,420,1
109,70,93,1
110,599,425,1
111,34,9,1
112,16,435,1
113,70,93,1
114,619,204,1
115,147,9,1
116,59,9,1
117,16,454,1
118,16,459,1
119,16,16,1
120,661,469,1
121,667,93,1
122,59,474,1
123,16,191,1
124,16,74,1
125,202,191,1
126,16,74,1
127,16,191,1
128,59,367,1
129,16,316,1
130,16,518,1
131,16,521,1
132,16,528,1
133,758,532,1
134,612,74,1
135,771,9,1
136,16,547,1
137,16,554,1
138,612,559,1
139,16,14,1
140,16,562,1
141,16,191,1
142,442,573,1
143,16,36,1
144,16,36,1
145,16,58,1
146,16,590,1
147,16,328,1
148,619,597,1
149,34,74,1
150,871,603,1
151,16,191,1
152,748,614,1
153,16,36,1
154,900,628,1
155,16,632,1
156,917,637,1
157,927,186,1
158,16,650,1
159,210,657,1
160,16,253,1
161,234,666,1
162,16,36,1
163,16,674,1
164,251,196,1
165,34,62,1
166,16,690,1
167,16,694,1
168,34,74,1
169,1011,706,1
170,16,339,1
171,16,715,1
172,59,316,1
173,16,723,1
174,16,74,1
175,16,248,1
176,295,191,1
177,16,734,1
178,16,736,1
179,16,745,1
180,16,583,1
181,16,401,1
182,59,201,1
183,59,231,1
184,16,763,1
185,16,36,1
186,1119,58,1
187,16,776,1
188,16,781,1
189,16,156,1
190,16,36,1
191,59,791,1
192,16,796,1
193,16,799,1
194,16,74,1
195,16,185,1
196,16,36,1
197,16,815,1
198,16,156,1
199,1195,823,1
200,16,826,1
201,16,316,1
202,1222,841,1
203,16,191,1
204,16,317,1
205,1235,848,1
206,16,191,1
207,16,862,1
208,16,866,1
209,334,870,1
210,16,475,1
211,1284,16,1
212,16,223,1
213,16,892,1
214,234,898,1
215,16,902,1
216,16,58,1
217,1315,98,1
218,549,300,1
219,147,9,1
220,16,920,1
221,16,928,1
222,1357,936,1
223,16,940,1
224,16,190,1
225,16,317,1
226,131,552,1
227,59,962,1
228,234,970,1
229,16,16,1
230,16,191,1
231,1422,268,1
232,16,989,1
233,1441,996,1
234,16,999,1
235,59,1008,1
236,16,1013,1
237,59,376,1
238,59,1028,1
239,758,1041,1
240,59,1051,1
241,16,1057,1
242,70,1066,1
243,16,1074,1
244,19,1085,1
245,1222,1095,1
246,19,327,1
247,16,1100,1
248,1573,1101,1
249,16,367,1
250,59,191,1
251,45,32,1
252,1600,1121,1
253,16,1125,1
254,16,1130,1
255,16,1144,1
256,16,1149,1
257,16,36,1
258,16,1157,1
259,16,190,1
260,1222,1149,1
261,16,88,1
262,234,1181,1
263,61,300,1
264,1702,1195,1
265,1718,300,1
266,16,1221,1
267,16,1223,1
268,16,132,1
269,1750,1233,1
270,16,191,1
271,19,1251,1
272,16,88,1
273,16,1261,1
274,59,16,1
275,16,14,1
276,16,58,1
277,16,36,1
278,59,1287,1
279,16,1301,1
280,16,1308,1
281,549,1313,1
282,758,58,1
283,1863,1324,1
284,16,1331,1
285,16,183,1
286,16,94,1
287,147,1348,1
288,1222,1353,1
289,1928,1365,1
290,16,1373,1
291,16,108,1
292,1001,552,1
293,16,1390,1
294,59,1394,1
295,200,191,1
296,334,187,1
297,16,1416,1
298,2002,1419,1
299,147,1429,1
300,2020,187,1
301,2026,557,1
302,2033,1440,1
303,772,1252,1
304,619,1451,1
305,16,74,1
306,16,1463,1
307,59,562,1
308,2084,986,1
309,59,1485,1
310,2108,1490,1
311,1037,1493,1
312,16,1496,1
313,334,1503,1
314,1764,1505,1
315,59,1514,1
316,59,317,1
317,957,667,1
318,16,83,1
319,16,1532,1
320,16,191,1
321,59,376,1
322,16,887,1
323,59,1490,1
324,2195,1553,1
325,147,1558,1
326,59,1565,1
327,16,423,1
328,16,191,1
329,375,236,1
330,772,1588,1
331,16,191,1
332,59,1490,1
333,2262,183,1
334,2269,1605,1
335,16,791,1
336,59,873,1
337,16,1612,1
338,2006,1620,1
339,19,1625,1
340,59,1630,1
341,16,317,1
342,758,58,1
343,16,1640,1
344,59,36,1
345,19,16,1
346,59,316,1
347,2361,1656,1
348,16,1666,1
349,71,1672,1
350,16,582,1
351,16,36,1
352,77,206,1
353,71,1688,1
354,16,1700,1
355,2422,1707,1
356,2425,583,1
357,234,190,1
358,16,1722,1
359,2458,191,1
360,2463,1738,1
361,59,474,1
362,2482,1756,1
363,16,1760,1
364,2497,1765,1
365,16,1070,1
366,2515,435,1
367,202,1781,1
368,16,1783,1
369,19,1331,1
370,16,36,1
371,59,36,1
372,16,9,1
373,2561,1804,1
374,2567,1808,1
375,16,236,1
376,2591,74,1
377,2602,1834,1
378,2613,1840,1
379,2622,405,1
380,16,1850,1
381,34,74,1
382,2640,815,1
383,16,866,1
384,59,1870,1
385,16,36,1
386,16,1878,1
387,2679,1884,1
388,2681,1886,1
389,2684,1889,1
390,2576,1894,1
391,2696,1898,1
392,2710,1907,1
393,133,104,1
394,2729,521,1
395,16,758,1
396,59,1669,1
397,16,1932,1
398,16,36,1
399,16,36,1
400,16,1947,1
401,16,1952,1
402,59,317,1
403,16,36,1
404,16,128,1
405,2805,1974,1
406,59,1978,1
407,2815,108,1
408,16,1983,1
409,619,792,1
410,234,1987,1
411,147,9,1
412,16,1995,1
413,16,816,1
414,2843,1999,1
415,147,1496,1
416,1423,2003,1
417,16,1496,1
418,772,2015,1
419,16,615,1
420,16,1496,1
421,59,2028,1
422,16,191,1
423,16,2042,1
424,16,94,1
425,16,2048,1
426,2929,1784,1
427,758,1087,1
428,2940,198,1
429,16,9,1
430,16,74,1
431,2957,182,1
432,2965,187,1
433,59,2077,1
434,1070,367,1
435,59,2086,1
436,16,2094,1
437,3016,2102,1
438,16,368,1
439,16,2121,1
440,3042,2123,1
441,3050,1496,1
442,147,327,1
443,16,2135,1
444,3069,2136,1
445,773,9,1
446,2554,1748,1
447,16,191,1
448,2576,190,1
449,133,300,1
450,16,1150,1
451,59,1289,1
452,3115,2169,1
453,619,2173,1
454,59,2177,1
455,71,2180,1
456,3135,58,1
457,16,14,1
458,3147,2191,1
459,240,187,1
460,84,9,1
461,16,316,1
462,16,74,1
463,16,2204,1
464,16,74,1
465,2287,2218,1
466,16,36,1
467,3213,2232,1
468,2480,187,1
469,16,2239,1
470,16,2251,1
471,147,9,1
472,3254,2263,1
473,16,2267,1
474,3269,2273,1
475,59,36,1
476,3289,327,1
477,3297,2286,1
478,3305,2291,1
479,70,93,1
480,3325,2305,1
481,3330,2308,1
482,16,16,1
483,59,83,1
484,3353,2325,1
485,16,226,1
486,3366,2333,1
487,19,2339,1
488,3381,2341,1
489,111,2345,0
490,16,36,1
491,3389,931,1
492,3392,2350,1
493,3395,2353,1
494,16,2357,1
495,3407,2364,1
496,1928,2368,1
497,3415,2369,1
498,3422,2373,0
499,16,108,1
500,16,2376,1
501,16,2382,1
502,16,1368,1
503,3458,2400,1
504,3463,74,1
505,16,191,1
506,59,2412,1
507,19,16,1
508,2066,175,1
509,16,2430,1
510,3222,2436,0
511,16,2437,1
512,3508,1876,1
513,3511,2442,1
514,3516,74,1
515,404,187,1
516,3527,94,1
517,3534,2456,1
518,3538,2459,1
519,3542,2463,1
520,3552,74,1
521,3560,93,1
522,619,2479,1
523,38,84,1
524,16,1421,1
525,59,191,1
526,19,1252,1
527,16,94,1
528,3598,93,1
529,334,2497,1
530,1048,187,1
531,3617,2508,1
532,3629,317,1
533,3632,236,1
534,16,815,1
535,3657,508,1
536,16,58,1
537,3669,2539,1
538,59,36,1
539,403,168,1
540,16,187,1
541,3695,93,1
542,16,2555,1
543,34,9,1
544,59,2566,1
545,16,2572,1
546,234,190,1
547,59,2581,1
548,619,2590,1
549,3755,2597,1
550,2087,289,1
551,200,2609,1
552,16,2613,1
553,3785,128,1
554,19,1496,1
555,16,2625,1
556,1157,2632,1
557,234,191,1
558,3834,2645,1
559,3844,561,1
560,3849,2654,1
561,2215,2660,1
562,3877,2674,1
563,16,58,1
564,59,1070,1
565,3897,2684,1
566,16,2430,1
567,3920,2697,1
568,1195,2703,1
569,410,172,1
570,1390,2328,1
571,3965,334,1
572,153,2741,1
573,1671,552,1
574,3989,2751,1
575,3995,2755,1
576,4001,1490,1
577,4007,2761,1
578,234,2766,0
579,16,2767,1
580,16,9,1
581,927,2776,1
582,3109,190,1
583,4039,2779,1
584,742,185,1
585,623,2800,1
586,4082,2810,1
587,1284,183,1
588,4095,1847,1
589,16,2822,1
590,4111,2834,1
591,4115,2838,1
592,16,9,1
593,153,2847,1
594,3361,9,1
595,16,317,1
596,4147,2860,1
597,4149,2861,1
598,227,128,1
599,1070,2872,1
600,71,2129,0
601,927,2877,1
602,16,2881,1
603,2576,2884,1
604,4190,2888,1
605,16,2891,1
606,16,61,1
607,71,14,1
608,4209,2900,1
609,4214,2903,1
610,71,2572,1
611,2567,2912,1
612,2896,1625,1
613,4245,168,1
614,4251,2919,1
615,65,9,1
616,4084,2931,1
617,623,1421,1
618,16,817,1
619,16,2949,1
620,4302,2952,1
621,16,2955,1
622,16,14,1
623,4322,94,1
624,1282,330,1
625,227,2973,1
626,4350,2978,1
627,16,866,1
628,619,2984,1
629,4367,2990,1
630,4371,1785,1
631,16,815,1
632,4378,9,1
633,276,2998,1
634,4396,187,1
635,70,3005,1
636,623,447,1
637,3362,3016,1
638,417,3021,1
639,4428,2710,1
640,559,3032,1
641,4446,3035,1
642,2576,76,1
643,4457,3041,1
644,2527,236,1
645,4475,3052,0
646,4476,182,1
647,16,248,1
648,4494,3066,1
649,4498,1952,1
650,4502,187,1
651,4510,3076,1
652,144,3081,1
653,4520,226,1
654,4527,618,1
655,4532,74,1
656,4540,3096,1
657,4548,237,1
658,4555,74,1
659,4565,3108,1
660,38,979,1
661,334,3116,1
662,623,3120,1
663,16,2029,1
664,4587,3122,1
665,2463,2496,1
666,623,183,1
667,4606,191,1
668,4615,3140,1
669,16,3146,1
670,623,3155,1
671,240,187,1
672,4646,3162,1
673,4659,3171,1
674,4665,62,1
675,45,98,1
676,4309,3185,1
677,2576,3188,1
678,1037,3192,1
679,59,3198,1
680,4703,3204,1
681,4723,3221,1
682,4729,3225,1
683,19,9,1
684,4749,9,1
685,4755,3238,1
686,4766,3249,1
687,62,74,1
688,4780,74,1
689,19,3260,1
690,16,9,1
691,16,9,1
692,19,9,1
693,19,9,1
694,4807,9,1
695,16,9,1
696,16,9,1
697,16,9,1
698,16,9,1
699,16,9,1
700,16,9,1
701,16,9,1
702,16,9,1
703,16,9,1
704,16,9,1
705,16,9,1
706,16,9,1
707,16,9,1
708,19,9,1
709,16,9,1
710,16,9,1
711,19,9,1
712,16,9,1
713,16,9,1
714,19,9,1
715,16,9,1
716,19,9,1
717,406,9,1
718,19,9,1
719,16,9,1
720,16,9,1
721,16,9,1
722,16,9,1
723,16,9,1
724,16,9,1
725,16,9,1
726,16,9,1
727,70,93,1
728,59,74,1
729,16,9,1
730,16,9,1
731,16,9,1
732,16,9,1
733,16,9,1
734,16,9,1
735,16,9,1
736,16,9,1
737,16,9,1
738,16,9,1
739,16,9,1
740,16,9,1
741,16,9,1
742,16,9,1
743,16,9,1
744,16,9,1
745,16,9,1
746,16,74,1
747,16,9,1
748,16,9,1
749,16,9,1
750,16,9,1
751,16,9,1
752,16,9,1
753,16,9,1
754,16,9,1
755,16,9,1
756,16,9,1
757,16,9,1
758,16,9,1
759,16,9,1
760,16,9,1
761,16,9,1
762,16,9,1
763,16,9,1
764,16,9,1
765,16,9,1
766,16,9,1
767,16,9,1
768,16,9,1
769,16,9,1
770,16,9,1
771,16,9,1
772,16,9,1
773,16,9,1
774,16,9,1
775,16,9,1
776,59,9,1
777,16,9,1
778,16,9,1
779,16,9,1
780,16,9,1
781,16,9,1
782,16,191,1
783,16,9,1
784,16,9,1
785,16,9,1
786,16,9,1
787,16,9,1
788,16,3466,1
789,16,9,1
790,16,9,1
791,19,9,1
792,16,9,1
793,16,9,1
794,16,9,1
795,16,9,1
796,16,9,1
797,772,9,1
798,16,9,1
799,16,9,1
800,16,9,1
801,16,9,1
802,16,9,1
803,19,9,1
804,16,9,1
805,16,9,1
806,16,9,1
807,16,9,1
808,16,9,1
809,16,9,1
810,16,9,1
811,19,9,1
812,16,9,1
813,16,9,1
814,16,9,1
815,16,9,1
816,16,9,1
817,16,16,1
818,16,9,1
819,16,9,1
820,16,9,1
821,59,9,1
822,16,9,1
823,147,9,1
824,16,9,1
825,16,9,1
826,16,9,1
827,19,9,1
828,16,9,1
829,16,9,1
830,16,9,1
831,16,9,1
832,16,9,1
833,406,9,1
834,16,9,1
835,16,9,1
836,16,9,1
837,16,9,1
838,16,9,1
839,16,9,1
840,16,9,1
841,16,9,1
842,16,9,1
843,16,9,1
844,16,9,1
845,16,9,1
846,16,300,1
847,16,9,1
848,16,9,1
849,19,9,1
850,34,9,1
851,16,9,1
852,16,9,1
853,16,9,1
854,19,9,1
855,16,9,1
856,16,9,1
857,16,9,1
858,19,9,1
859,16,9,1
860,16,9,1
861,16,9,1
862,16,9,1
863,19,9,1
864,16,74,1
865,16,9,1
866,16,9,1
867,16,9,1
868,19,9,1
869,19,9,1
870,16,9,1
871,16,139,1
872,5448,9,1
873,16,9,1
874,19,9,1
875,16,9,1
876,16,9,1
877,16,9,1
878,16,9,1
879,16,9,1
880,16,9,1
881,16,9,1
882,16,9,1
883,16,9,1
884,16,74,1
885,16,9,1
886,16,9,1
887,16,9,1
888,16,9,1
889,16,9,1
890,70,93,1
891,16,9,1
892,16,9,1
893,16,9,1
894,16,9,1
895,406,9,1
896,19,9,1
897,16,9,1
898,16,9,1
899,16,9,1
900,16,9,1
901,19,9,1
902,16,9,1
903,16,9,1
904,16,9,1
905,16,9,1
906,16,9,1
907,16,9,1
908,16,9,1
909,16,9,1
910,16,74,1
911,16,9,1
912,16,9,1
913,16,9,1
914,16,9,1
915,147,9,1
916,16,9,1
917,16,9,1
918,16,9,1
919,16,9,1
920,16,9,1
921,16,9,1
922,16,9,1
923,16,9,1
924,16,36,1
925,16,9,1
926,16,9,1
927,16,9,1
928,19,9,1
929,147,9,1
930,16,9,1
931,59,9,1
932,16,9,1
933,16,9,1
934,16,74,1
935,16,79,1
936,16,9,1
937,16,9,1
938,19,9,1
939,16,9,1
940,19,9,1
941,16,9,1
942,772,9,1
943,16,9,1
944,16,9,1
945,34,9,1
946,16,9,1
947,16,9,1
948,59,9,1
949,16,9,1
950,16,9,1
951,19,9,1
952,16,9,1
953,59,9,1
954,16,9,1
955,16,9,1
956,16,9,1
957,16,1802,1
958,16,74,1
959,16,79,1
960,16,9,1
961,16,9,1
962,16,9,1
963,16,9,1
964,147,9,1
965,25,9,1
966,16,9,1
967,59,9,1
968,16,9,1
969,16,16,1
970,19,9,1
971,16,9,1
972,16,9,1
973,16,9,1
974,16,9,1
975,19,9,1
976,34,74,1
977,45,38,1
978,16,74,1
979,19,9,1
980,16,16,1
981,16,183,1
982,19,9,1
983,16,9,1
984,19,9,1
985,16,9,1
986,70,9,1
987,16,9,1
988,19,9,1
989,16,9,1
990,16,9,1
991,16,9,1
992,19,9,1
993,16,9,1
994,16,9,1
995,19,9,1
996,16,9,1
997,16,9,1
998,16,9,1
999,19,9,1
1000,16,74,1
1001,34,9,1
1002,16,9,1
1003,16,9,1
1004,16,9,1
1005,16,9,1
1006,16,9,1
1007,19,9,1
1008,16,9,1
1009,16,9,1
1010,16,9,1
1011,16,74,1
1012,16,9,1
1013,16,9,1
1014,16,9,1
1015,147,9,1
1016,16,9,1
1017,16,9,1
1018,16,74,1
1019,16,9,1
1020,16,9,1
1021,16,9,1
1022,16,9,1
1023,16,9,1
1024,16,9,1
1025,16,9,1
1026,16,9,1
1027,16,9,1
1028,19,9,1
1029,16,9,1
1030,16,9,1
1031,147,9,1
1032,147,9,1
1033,19,9,1
1034,16,9,1
1035,16,9,1
1036,16,9,1
1037,19,9,1
1038,147,9,1
1039,16,9,1
1040,16,9,1
1041,34,9,1
1042,16,9,1
1043,16,9,1
1044,16,9,1
1045,16,9,1
1046,16,9,1
1047,59,9,1
1048,16,9,1
1049,16,9,1
1050,16,74,1
1051,16,74,1
1052,16,9,1
1053,16,9,0
1054,16,9,1
1055,16,79,1
1056,406,9,1
1057,16,9,1
1058,406,9,1
1059,16,9,1
1060,16,74,1
1061,19,9,1
1062,16,9,1
1063,6176,9,1
1064,16,9,1
1065,16,9,1
1066,16,79,1
1067,16,9,1
1068,147,9,1
1069,16,9,1
1070,16,9,1
1071,16,79,1
1072,16,9,1
1073,59,9,1
1074,19,9,1
1075,19,9,1
1076,70,9,1
1077,16,9,1
1078,25,9,1
1079,16,9,1
1080,16,9,1
1081,19,9,1
1082,19,9,1
1083,16,9,1
1084,16,9,1
1085,70,9,1
1086,16,16,1
1087,147,9,1
1088,16,9,1
1089,16,9,1
1090,16,9,1
1091,16,9,1
1092,16,9,1
1093,19,9,1
1094,16,74,1
1095,16,9,1
1096,210,74,1
1097,19,9,1
1098,16,9,1
1099,16,74,1
1100,16,9,1
1101,16,9,1
1102,16,9,1
1103,16,74,1
1104,16,9,1
1105,16,183,1
1106,16,9,1
1107,16,9,1
1108,19,9,1
1109,16,9,1
1110,16,9,1
1111,19,9,1
1112,16,183,1
1113,16,9,1
1114,16,9,1
1115,16,9,1
1116,16,74,1
1117,16,9,1
1118,16,9,1
